tau,amin,amax,err,errperind
0,0.5,0.5,150.741218119329,0.0251444900949672
6,0.492,0.499,90.9867348465576,0.0151771033939212
3,0.485,0.499,93.2082667482851,0.0155476675143094
5,0.494,0.499,78.7607560669372,0.0131377407951522
2,0.49,0.499,75.5826209568832,0.0126076098343425
4,0.486,0.5,69.3753006533485,0.011572193603561
1,0.483,0.499,62.7349634186178,0.010464547692847
